census_tract,county,race_ethnicity,action_taken,rate_spread
13067030261,Cobb,Black,1,0.264
13057090202,Cherokee,White,1,0.13
13063040518,Clayton,Black,1,1.799
13089020100,DeKalb,White,1,0.058
13067030276,Cobb,Unknown or other,3,
13151070406,Henry,Black,3,
13121007806,Fulton,Unknown or other,1,0.695
13247060203,Rockdale,Black,1,0.323
13089023436,DeKalb,Unknown or other,3,
13135050625,Gwinnett,Black,3,
13063040606,Clayton,Black,1,1.541
13121010527,Fulton,Black,1,0.64
13067030700,Cobb,Unknown or other,1,-0.371
13063040420,Clayton,Unknown or other,1,1.158
13121008204,Fulton,Black,1,0.939
13121010537,Fulton,White,1,1.409
13151070122,Henry,Black,1,1.101
13067030347,Cobb,White,1,0.672
13097080406,Douglas,White,1,0.381
13151070314,Henry,Black,3,
13063040606,Clayton,Black,1,0.01
13063040606,Clayton,Unknown or other,1,-0.161
13089023315,DeKalb,Black,1,1.817
13097080608,Douglas,White,1,-0.06
13063040606,Clayton,Black,1,0.09
13063040426,Clayton,Black,1,2.144
13063040426,Clayton,Black,1,0.625
13151070409,Henry,Black,1,-0.067
13247060204,Rockdale,Black,1,0.277
13063040513,Clayton,Black,1,0.861
13063040420,Clayton,Black,1,0.588
13089023427,DeKalb,Unknown or other,1,0.492
13097080403,Douglas,Unknown or other,1,1.05
13135050760,Gwinnett,White,1,0.263
13063040606,Clayton,Black,1,0.573
13063040606,Clayton,Black,1,1.396
13121008802,Fulton,Hispanic,1,0.788
13067031112,Cobb,Asian,1,0.368
13121010520,Fulton,Black,1,1.053
13063040614,Clayton,Unknown or other,1,0.668
13063040420,Clayton,Black,1,1.111
13067031515,Cobb,Black,1,0.452
13135050529,Gwinnett,Black,3,
13067030407,Cobb,Asian,1,0.805
13063040606,Clayton,Black,1,-0.01
13089023330,DeKalb,Black,3,
13067031308,Cobb,Black,3,
13063040606,Clayton,Black,1,0.393
13067030405,Cobb,Hispanic,1,-1.46
13135050751,Gwinnett,Hispanic,1,-1.191
13135050228,Gwinnett,Hispanic,1,-1.458
13135050619,Gwinnett,Hispanic,1,-1.095
13135050619,Gwinnett,Hispanic,1,-1.127
13135050443,Gwinnett,Hispanic,1,-0.874
13135050752,Gwinnett,Hispanic,1,-1.085
13067031308,Cobb,Hispanic,1,-0.866
13135050530,Gwinnett,Hispanic,1,-0.803
13135050751,Gwinnett,Hispanic,1,-0.824
13089023320,DeKalb,Hispanic,1,-1.102
13089023313,DeKalb,Hispanic,1,-1.088
13135050616,Gwinnett,White,1,-1.167
13057091012,Cherokee,Hispanic,1,-1.169
13089021211,DeKalb,Asian,1,-0.793
13135050528,Gwinnett,Hispanic,1,-1.059
13097080605,Douglas,Hispanic,1,-0.841
13135050743,Gwinnett,Hispanic,1,-1.16
13135050618,Gwinnett,Asian,1,0.101
13135050466,Gwinnett,Hispanic,1,-1.109
13135050448,Gwinnett,Hispanic,1,-0.983
13117130203,Forsyth,Hispanic,1,-0.847
13135050628,Gwinnett,Hispanic,1,-1.003
13135050462,Gwinnett,Hispanic,1,-1.005
13135050452,Gwinnett,Hispanic,1,-1.004
13135050536,Gwinnett,Hispanic,1,-0.888
13135050334,Gwinnett,Hispanic,1,-0.902
13135050425,Gwinnett,Hispanic,1,-0.995
13067031004,Cobb,Hispanic,1,-1.041
13135050542,Gwinnett,Hispanic,1,-0.991
13135050742,Gwinnett,Hispanic,1,-0.872
13135050573,Gwinnett,Asian,1,0.796
13135050619,Gwinnett,Asian,1,0.398
13067030254,Cobb,Hispanic,1,-1.089
13135050331,Gwinnett,Hispanic,1,-0.81
13121011638,Fulton,Hispanic,1,-0.849
13135050616,Gwinnett,Asian,1,0.721
13135050751,Gwinnett,Hispanic,3,
13121011430,Fulton,Hispanic,3,
13135050457,Gwinnett,Hispanic,3,
13063040423,Clayton,Black,3,
13097080505,Douglas,Hispanic,3,
13135050530,Gwinnett,Hispanic,1,0.777
13135050591,Gwinnett,Hispanic,1,-0.761
13135050110,Gwinnett,Hispanic,1,-1.171
13135050574,Gwinnett,Hispanic,1,-1.141
13135050578,Gwinnett,Hispanic,1,-0.772
13057091104,Cherokee,Hispanic,1,-0.909
13089021219,DeKalb,Hispanic,1,-0.71
13135050746,Gwinnett,Hispanic,1,-1.946
13135050443,Gwinnett,Hispanic,1,-1.977
13089021824,DeKalb,Hispanic,1,-0.883
13121011646,Fulton,Hispanic,1,-1.611
13097080505,Douglas,Hispanic,1,-1.073
13117130204,Forsyth,Hispanic,1,-0.787
13135050556,Gwinnett,Hispanic,1,-0.861
13067031409,Cobb,Hispanic,1,-1.105
13135050539,Gwinnett,Hispanic,1,-1.122
13121011612,Fulton,Asian,1,0.911
13135050560,Gwinnett,Asian,1,0.824
13135050722,Gwinnett,Hispanic,1,-0.841
13135050634,Gwinnett,Asian,1,0.612
13135050113,Gwinnett,Hispanic,1,-0.718
13135050529,Gwinnett,Hispanic,1,-0.793
13135050324,Gwinnett,Hispanic,1,-0.817
13063040418,Clayton,Black,1,-0.829
13135050760,Gwinnett,Hispanic,1,-0.856
13135050628,Gwinnett,Hispanic,1,-0.816
13135050427,Gwinnett,Hispanic,1,-0.899
13135050754,Gwinnett,Hispanic,1,-0.841
13067030113,Cobb,Hispanic,1,-0.826
13135050589,Gwinnett,Hispanic,1,-0.804
13117130614,Forsyth,Asian,1,0.719
13121011429,Fulton,Hispanic,1,-1.19
13135050466,Gwinnett,Hispanic,1,-1.188
13135050573,Gwinnett,Hispanic,1,-1.184
13067030506,Cobb,Hispanic,1,-1.153
13067031005,Cobb,Hispanic,1,-1.166
13057091107,Cherokee,Hispanic,1,-1.162
13067031511,Cobb,Black,1,-1.286
13247060410,Rockdale,Hispanic,1,-1.288
13135050722,Gwinnett,Hispanic,1,-0.961
13135050521,Gwinnett,Hispanic,1,-1.436
13067031409,Cobb,Hispanic,1,-1.108
13089022001,DeKalb,Hispanic,1,-1.19
13135050330,Gwinnett,Hispanic,1,-1.44
13135050560,Gwinnett,Hispanic,1,-1.198
13135050623,Gwinnett,Hispanic,1,-1.461
13089023430,DeKalb,Black,1,-1.123
13117130608,Forsyth,Asian,1,0.302
13151070321,Henry,Hispanic,3,
13135050748,Gwinnett,Hispanic,1,-1.233
13067031110,Cobb,Hispanic,1,-1.23
13097080203,Douglas,Black,1,-1.345
13135050749,Gwinnett,Hispanic,1,-1.577
13089023332,DeKalb,Hispanic,1,-1.578
13067030260,Cobb,Hispanic,1,-1.382
13135050715,Gwinnett,Hispanic,1,-1.374
13135050550,Gwinnett,Hispanic,1,-1.636
13135050627,Gwinnett,Hispanic,1,-1.65
13067031518,Cobb,Hispanic,1,-0.157
13097080407,Douglas,Black,3,
13067030243,Cobb,Black,3,
13135050619,Gwinnett,Hispanic,3,
13247060410,Rockdale,Black,3,
13121010523,Fulton,Black,3,
13135050588,Gwinnett,Hispanic,3,
13135050463,Gwinnett,Hispanic,3,
13067031215,Cobb,Black,1,0.019
13135050441,Gwinnett,Asian,1,0.446
13135050325,Gwinnett,Asian,1,0.673
13063040634,Clayton,Asian,1,0.695
13121010120,Fulton,Hispanic,3,
13135050588,Gwinnett,Hispanic,3,
13067031308,Cobb,Hispanic,3,
13135050440,Gwinnett,Hispanic,3,
13067031511,Cobb,Hispanic,3,
13063040523,Clayton,Hispanic,3,
13067031512,Cobb,Hispanic,3,
13121010117,Fulton,Asian,1,0.683
13135050617,Gwinnett,Hispanic,1,-1.182
13089022015,DeKalb,Hispanic,1,-1.012
13121010127,Fulton,Asian,1,0.433
13135050549,Gwinnett,Asian,1,0.608
13117130615,Forsyth,Asian,1,0.228
13135050222,Gwinnett,Hispanic,3,
13135050758,Gwinnett,Hispanic,3,
13117130506,Forsyth,Hispanic,3,
13089021415,DeKalb,Black,3,
13135050449,Gwinnett,Hispanic,3,
13067030270,Cobb,Hispanic,3,
13067031319,Cobb,Hispanic,1,-0.869
13135050415,Gwinnett,Hispanic,1,-1.069
13121007302,Fulton,Hispanic,1,-1.176
13135050748,Gwinnett,Hispanic,1,-1.2
13117130506,Forsyth,Hispanic,1,-1.071
13067031513,Cobb,Black,1,-1.08
13097080605,Douglas,Black,1,-1.212
13135050528,Gwinnett,Hispanic,1,-1.19
13135050743,Gwinnett,Hispanic,1,-1.311
13089023318,DeKalb,Hispanic,3,
13063040606,Clayton,Black,1,0.116
13063040409,Clayton,Asian,1,0.915
13151070409,Henry,Unknown or other,1,-0.744
13151070208,Henry,Unknown or other,3,
13135050623,Gwinnett,Hispanic,3,
13057090907,Cherokee,Black,1,-0.75
13135050631,Gwinnett,Unknown or other,1,-0.842
13057090906,Cherokee,Unknown or other,1,-0.771
13121008905,Fulton,White,1,-1.273
13097080606,Douglas,Black,1,-0.332
13151070314,Henry,Black,3,
13067030604,Cobb,Black,1,-0.702
13067031409,Cobb,Black,3,
13089023443,DeKalb,Unknown or other,3,
13151070116,Henry,Black,1,0.006
13135050110,Gwinnett,White,1,-0.712
13089023437,DeKalb,Black,3,
13089022205,DeKalb,Black,1,-0.538
13113140404,Fayette,Black,1,-0.141
13151070317,Henry,Black,3,
13089021916,DeKalb,Black,1,1.611
13067030250,Cobb,White,3,
13151070216,Henry,Hispanic,1,0.548
13121002900,Fulton,White,1,-0.839
13135050443,Gwinnett,Black,3,
13089023437,DeKalb,Black,3,
13151070212,Henry,Black,3,
13121001205,Fulton,Black,1,0.832
13121007200,Fulton,Black,1,-0.605
13067031118,Cobb,Black,1,-0.446
13067030360,Cobb,White,1,-1.304
13151070127,Henry,Black,1,1.613
13063040636,Clayton,Black,3,
13135050630,Gwinnett,Unknown or other,1,-0.377
13067031317,Cobb,Black,1,1.602
13121008702,Fulton,Black,3,
13135050628,Gwinnett,Unknown or other,3,
13135050748,Gwinnett,Black,1,-0.387
13135050119,Gwinnett,Hispanic,3,
13113140410,Fayette,Hispanic,1,-0.961
13089023217,DeKalb,Black,3,
13067031410,Cobb,Unknown or other,1,-0.869
13135050588,Gwinnett,White,1,-0.518
13121007809,Fulton,Black,1,1.201
13121011802,Fulton,Black,1,-0.64
13063040636,Clayton,Black,1,1.975
13089021416,DeKalb,Black,1,-0.428
13063040606,Clayton,Black,1,-0.6
13121010604,Fulton,Black,1,0.097
13135050754,Gwinnett,Hispanic,1,-0.796
13117130605,Forsyth,White,1,-0.421
13089023801,DeKalb,Unknown or other,1,-0.38
13067031410,Cobb,Hispanic,1,-0.637
13117130205,Forsyth,Unknown or other,3,
13067030332,Cobb,White,1,-0.993
13097080608,Douglas,White,1,1.603
13247060305,Rockdale,Black,1,1.549
13067031411,Cobb,Unknown or other,1,-0.885
13151070407,Henry,Hispanic,1,1.703
13063040626,Clayton,Black,3,
13135050750,Gwinnett,Black,1,-0.768
13067030262,Cobb,Unknown or other,1,-1.128
13067031412,Cobb,White,3,
13067031515,Cobb,Black,3,
13135050751,Gwinnett,Hispanic,3,
13121008903,Fulton,Black,3,
13121010223,Fulton,White,1,-0.321
13113140405,Fayette,Unknown or other,1,-0.975
13151070410,Henry,Unknown or other,1,-1.406
13089021602,DeKalb,Asian,1,-0.54
13121011660,Fulton,Black,3,
13151070313,Henry,Black,1,-0.645
13089023444,DeKalb,Unknown or other,1,-0.433
13097080304,Douglas,Black,3,
13067030245,Cobb,Black,1,0.037
13089023214,DeKalb,Black,1,1.496
13151070213,Henry,Unknown or other,3,
13135050617,Gwinnett,Unknown or other,1,-0.997
13151070216,Henry,Black,3,
13089021823,DeKalb,White,1,-0.389
13151070211,Henry,Unknown or other,3,
13067030258,Cobb,White,1,-1.086
13135050740,Gwinnett,Hispanic,3,
13121010315,Fulton,Black,3,
13121010127,Fulton,Unknown or other,1,0.637
13135050756,Gwinnett,Black,1,-0.763
13121010534,Fulton,Unknown or other,3,
13067030266,Cobb,Unknown or other,3,
13151070113,Henry,Black,1,1.713
13089023437,DeKalb,Black,3,
13089021411,DeKalb,Unknown or other,1,-0.965
13135050571,Gwinnett,Hispanic,1,-0.694
13067030412,Cobb,Black,1,-1.324
13067030326,Cobb,Black,1,0.967
13063040606,Clayton,Black,3,
13135050444,Gwinnett,White,3,
13135050218,Gwinnett,Unknown or other,1,0.245
13117130503,Forsyth,White,3,
13089023315,DeKalb,Black,1,-0.885
13089023329,DeKalb,Hispanic,3,
13089023441,DeKalb,Unknown or other,3,
13135050449,Gwinnett,Black,1,-0.093
13247060403,Rockdale,Black,1,-0.696
13097080407,Douglas,Black,3,
13067030349,Cobb,White,1,-0.29
13151070507,Henry,Black,3,
13121009103,Fulton,Black,1,0.867
13135050744,Gwinnett,Unknown or other,1,0.094
13067031416,Cobb,Black,1,0.882
13089023220,DeKalb,Black,1,-0.749
13135050619,Gwinnett,Black,3,
13057090706,Cherokee,Unknown or other,1,-0.132
13089023413,DeKalb,Black,3,
13121010603,Fulton,Black,1,1.139
13135050583,Gwinnett,White,1,1.569
13121010538,Fulton,Unknown or other,3,
13057091006,Cherokee,White,1,-0.501
13113140403,Fayette,Black,1,-0.354
13089021910,DeKalb,Unknown or other,3,
13121011647,Fulton,Unknown or other,1,0.818
13135050442,Gwinnett,Hispanic,1,-1.944
13097080506,Douglas,Black,3,
13151070508,Henry,Unknown or other,1,-0.87
13113140406,Fayette,Black,1,0.65
13057090103,Cherokee,White,1,-0.742
13089021405,DeKalb,White,1,-0.103
13151070412,Henry,Unknown or other,1,0.141
13151070407,Henry,White,1,-0.221
13117130506,Forsyth,Hispanic,1,-0.074
13135050118,Gwinnett,Hispanic,1,0.116
13135050560,Gwinnett,Asian,1,0.525
13135050626,Gwinnett,Unknown or other,1,0.251
13121008801,Fulton,White,1,0.579
13121010402,Fulton,White,1,0.243
13113140102,Fayette,White,1,1.745
13067031314,Cobb,White,1,-1.819
13121011645,Fulton,Black,1,1.162
13063040302,Clayton,Black,1,1.062
13057091006,Cherokee,White,1,0.124
13089023424,DeKalb,Black,1,0.5
13067030511,Cobb,White,1,0.652
13089020400,DeKalb,White,1,0.659
13117130601,Forsyth,Unknown or other,1,0.774
13135050552,Gwinnett,White,1,-1.373
13089021602,DeKalb,White,1,-0.336
13247060203,Rockdale,Unknown or other,3,
13067030348,Cobb,White,1,0.015
13121008908,Fulton,White,1,0.547
13117130307,Forsyth,White,1,-0.496
13057090908,Cherokee,Unknown or other,1,0.886
13135050323,Gwinnett,White,1,-0.059
13151070406,Henry,Unknown or other,1,-0.401
13121010215,Fulton,Black,1,0.972
13121007705,Fulton,Hispanic,1,0.565
13063040606,Clayton,Hispanic,1,-0.252
13063040606,Clayton,Black,3,
13063040628,Clayton,Black,3,
13151070117,Henry,Black,1,1.512
13247060409,Rockdale,Black,3,
13067031507,Cobb,Unknown or other,1,1.082
13063040624,Clayton,Black,1,1.46
13089023315,DeKalb,White,1,1.606
13121010524,Fulton,Black,3,
13247060317,Rockdale,Black,3,
13121010527,Fulton,Black,1,1.458
13063040628,Clayton,Black,1,1.166
13151070405,Henry,Black,1,0.078
13067030509,Cobb,White,1,
13121010136,Fulton,White,1,-0.69
13151070321,Henry,Unknown or other,3,
13151070313,Henry,Asian,1,-0.007
13151070508,Henry,Asian,1,0.273
13121011428,Fulton,White,1,0.134
13067030107,Cobb,White,1,0.357
13089021816,DeKalb,White,1,0.195
13089023438,DeKalb,Black,3,
13067031118,Cobb,White,1,-0.519
13151070214,Henry,Black,1,-0.092
13063040427,Clayton,Black,1,-0.329
13057090605,Cherokee,Black,1,-0.036
13151070313,Henry,Black,1,2.115
13097080608,Douglas,Black,1,0.906
13057090805,Cherokee,White,1,-0.124
13097080407,Douglas,Unknown or other,1,-0.341
13151070406,Henry,Unknown or other,1,0.187
13135050625,Gwinnett,Unknown or other,3,
13067030256,Cobb,White,1,0.143
13089021808,DeKalb,White,1,-0.391
13067030329,Cobb,White,1,0.279
13121010538,Fulton,Unknown or other,1,0.186
13067030405,Cobb,Black,1,0.456
13089022100,DeKalb,White,1,0.054
13135050226,Gwinnett,Asian,1,0.541
13089021710,DeKalb,White,1,0.29
13067030104,Cobb,White,1,0.776
13067030347,Cobb,Unknown or other,1,0.599
13057091010,Cherokee,Unknown or other,1,-0.145
13121006500,Fulton,White,1,0.269
13067030233,Cobb,White,1,0.407
13121000201,Fulton,White,3,
13117130104,Forsyth,White,1,-0.014
13089021219,DeKalb,White,1,0.344
13113140404,Fayette,Black,1,0.246
13057090603,Cherokee,Unknown or other,1,-1.021
13113140501,Fayette,White,1,-0.373
13121003200,Fulton,Black,1,-0.48
13057091014,Cherokee,Black,1,-0.361
13067030602,Cobb,Black,1,-0.87
13067030278,Cobb,Black,1,-1.014
13067030109,Cobb,Black,1,-0.388
13057091001,Cherokee,White,1,-0.086
13097080204,Douglas,Black,3,
13067030235,Cobb,Black,1,-3.027
13135050119,Gwinnett,Hispanic,1,0.992
13089021410,DeKalb,Unknown or other,1,-0.379
13117130304,Forsyth,Asian,1,0.214
13089022800,DeKalb,Black,1,-0.395
13089021307,DeKalb,Unknown or other,1,0.618
13135050227,Gwinnett,White,1,0.473
13067031215,Cobb,Hispanic,1,0.6
13117130507,Forsyth,Unknown or other,3,
13067030240,Cobb,White,1,0.067
13057090906,Cherokee,White,1,0.56
13135050530,Gwinnett,White,1,0.983
13097080204,Douglas,Black,3,
13067030358,Cobb,Asian,3,
13151070503,Henry,Black,1,0.116
13057090909,Cherokee,Unknown or other,1,0.199
13067030413,Cobb,White,3,
13089021221,DeKalb,White,1,0.744
13089023107,DeKalb,White,1,0.457
13117130507,Forsyth,Unknown or other,1,1.14
13089022015,DeKalb,Black,1,0.123
13151070307,Henry,Unknown or other,1,0.177
13067031214,Cobb,White,1,-0.049
13117130204,Forsyth,Hispanic,1,0.088
13067030265,Cobb,White,1,0.115
13089020300,DeKalb,White,1,0.65
13067030354,Cobb,Black,1,0.482
13067030354,Cobb,White,1,0.724
13067030358,Cobb,White,3,
13089020500,DeKalb,Black,1,-0.144
13057090605,Cherokee,Unknown or other,3,
13057090708,Cherokee,Unknown or other,1,0.193
13057090805,Cherokee,White,1,0.733
13089023422,DeKalb,Black,1,0.643
13121007602,Fulton,Black,1,0.897
13089023107,DeKalb,White,3,
13067030263,Cobb,Hispanic,1,-1.821
13067031320,Cobb,Hispanic,1,-1.749
13135050619,Gwinnett,Black,1,0.525
13089021818,DeKalb,Asian,1,
13057090810,Cherokee,Unknown or other,1,0.633
13057090810,Cherokee,White,1,0.251
13151070214,Henry,Unknown or other,1,-1.012
13117130201,Forsyth,Asian,1,0.104
13057090810,Cherokee,Asian,1,
13057090810,Cherokee,White,1,
13151070214,Henry,Black,3,
13057090810,Cherokee,Asian,1,-0.021
13057090810,Cherokee,Unknown or other,1,
13089021818,DeKalb,Black,1,-0.148
13117130201,Forsyth,Asian,1,0.157
13121010306,Fulton,Asian,1,0.29
13121010306,Fulton,Unknown or other,1,0.507
13121010306,Fulton,Black,3,
13089021818,DeKalb,Black,1,0.784
13057090810,Cherokee,White,1,-0.033
13151070214,Henry,Black,1,-1.281
13089021818,DeKalb,White,1,-0.199
13135050619,Gwinnett,Asian,1,0.362
13121010306,Fulton,Black,1,1.172
13151070214,Henry,White,1,0.22
13135050619,Gwinnett,Asian,1,-0.372
13089021818,DeKalb,Unknown or other,1,1.274
13089021818,DeKalb,Unknown or other,1,1.542
13057090810,Cherokee,Asian,1,1.492
13121010306,Fulton,Black,1,-0.51
13151070214,Henry,Black,1,-1.043
13151070214,Henry,Black,1,-0.619
13057090810,Cherokee,White,1,-1.277
13135050619,Gwinnett,Unknown or other,1,-1.912
13135050619,Gwinnett,Asian,1,-2.316
13121010306,Fulton,Black,1,0.416
13089021818,DeKalb,Asian,1,-0.053
13121010306,Fulton,Black,1,-1.072
13121010306,Fulton,Black,1,0.71
13121010306,Fulton,Black,1,-0.224
13057090810,Cherokee,Unknown or other,1,-0.756
13121010306,Fulton,Black,3,
13057090810,Cherokee,White,1,0.275
13057090810,Cherokee,Unknown or other,1,-1.387
13057090810,Cherokee,White,1,-0.818
13135050619,Gwinnett,Asian,3,
13057090810,Cherokee,Unknown or other,1,-0.794
13117130201,Forsyth,Asian,3,
13089021818,DeKalb,Black,1,
13117130201,Forsyth,Asian,1,1.082
13151070214,Henry,Unknown or other,1,-0.425
13089021818,DeKalb,Black,1,-0.369
13117130201,Forsyth,Hispanic,1,-0.193
13057090810,Cherokee,Unknown or other,1,-0.277
13089021818,DeKalb,Hispanic,1,0.069
13057090810,Cherokee,Asian,1,1.018
13117130201,Forsyth,Asian,1,-0.106
13057090810,Cherokee,Asian,1,0.113
13121010306,Fulton,Black,1,0.257
13057090810,Cherokee,Asian,1,-0.331
13089021818,DeKalb,White,1,
13151070214,Henry,Black,1,-0.467
13135050758,Gwinnett,Unknown or other,1,-0.293
13135050619,Gwinnett,Asian,1,0.596
13121010306,Fulton,Black,3,
13089021818,DeKalb,White,1,-0.457
13121010306,Fulton,Black,3,
13117130201,Forsyth,Asian,1,0.934
13089021818,DeKalb,Black,1,
13057090810,Cherokee,Asian,1,-0.038
13135050619,Gwinnett,Hispanic,3,
13089021818,DeKalb,Asian,1,
13089021818,DeKalb,Black,1,
13089021818,DeKalb,Asian,1,-1.04
13057090810,Cherokee,Asian,1,-0.239
13089021818,DeKalb,Black,1,-0.265
13089021818,DeKalb,Black,1,-0.504
13057090810,Cherokee,Asian,1,0.808
13135050619,Gwinnett,Asian,1,0.274
13089021818,DeKalb,Black,1,
13117130201,Forsyth,Asian,1,0.99
13117130201,Forsyth,Asian,1,-0.482
13057090810,Cherokee,Unknown or other,1,-1.227
13117130201,Forsyth,Asian,1,0.515
13121010306,Fulton,Unknown or other,3,
13121010306,Fulton,Black,1,0.868
13117130201,Forsyth,Asian,1,1.246
13057090810,Cherokee,Asian,1,0.476
13057090810,Cherokee,Asian,1,0.145
13151070214,Henry,Black,1,
13057090810,Cherokee,Asian,1,-1.275
13151070214,Henry,Black,1,-1.075
13135050218,Gwinnett,Asian,1,-1.566
13121010306,Fulton,Black,1,-1.555
13057090810,Cherokee,Asian,1,0.088
13135050619,Gwinnett,Black,3,
13121010306,Fulton,Black,1,-0.655
13135050218,Gwinnett,Asian,1,-1.761
13089021818,DeKalb,Asian,1,-1.021
13151070214,Henry,Black,1,-2.114
13121010306,Fulton,Hispanic,1,-0.046
13057090810,Cherokee,Asian,1,0.879
13135050218,Gwinnett,Black,3,
13089021818,DeKalb,White,1,1.138
13089021818,DeKalb,Asian,1,0.88
13151070214,Henry,Asian,1,
13121010306,Fulton,Unknown or other,1,-0.939
13057090810,Cherokee,White,1,0.407
13135050635,Gwinnett,Black,1,-0.465
13057090810,Cherokee,White,1,-1.098
13135050635,Gwinnett,Unknown or other,1,-1.157
13135050635,Gwinnett,Asian,3,
13151070214,Henry,Unknown or other,1,-3.527
13151070214,Henry,Black,1,-2.22
13151070214,Henry,Black,1,-1.127
13057090810,Cherokee,Asian,1,0.955
13135050741,Gwinnett,Unknown or other,1,-1.074
13135050619,Gwinnett,Unknown or other,1,0.271
13135050218,Gwinnett,White,1,-1.235
13135050218,Gwinnett,Black,1,-1.389
13089021818,DeKalb,Hispanic,1,-1.335
13089021818,DeKalb,Asian,1,0.362
13121010306,Fulton,Unknown or other,3,
13135050218,Gwinnett,Asian,1,-1.18
13121010306,Fulton,Black,1,-0.765
13057090810,Cherokee,White,1,0.465
13121010306,Fulton,Black,1,-1.129
13135050619,Gwinnett,Black,1,-0.256
13121010306,Fulton,Black,1,-2.207
13135050218,Gwinnett,Asian,1,-1.228
13151070214,Henry,Black,1,-1.251
13151070214,Henry,Black,3,
13135050619,Gwinnett,Asian,1,-0.588
13151070214,Henry,Unknown or other,1,-1.459
13151070214,Henry,Black,1,-1.665
13151070214,Henry,White,1,-1.594
13121010306,Fulton,White,3,
13135050218,Gwinnett,Unknown or other,1,-1.444
13057090810,Cherokee,Unknown or other,1,0.344
13057090810,Cherokee,Asian,1,0.684
13057090810,Cherokee,Asian,1,-0.963
13135050619,Gwinnett,Asian,1,1.565
13057090810,Cherokee,Asian,1,-0.228
13135050635,Gwinnett,Asian,1,
13089021818,DeKalb,Unknown or other,1,0.384
13151070214,Henry,Unknown or other,1,
13151070214,Henry,Black,1,-0.865
13057090810,Cherokee,Asian,1,1.535
13057090810,Cherokee,Asian,1,1.35
13057090810,Cherokee,Asian,1,1.072
13057090810,Cherokee,Asian,1,1.373
13151070214,Henry,Unknown or other,1,-0.233
13121010306,Fulton,Black,1,-0.813
13121010306,Fulton,Black,1,-0.88
13089021818,DeKalb,Asian,1,0.4
13057090810,Cherokee,Unknown or other,1,1.026
13151070214,Henry,Black,1,-0.983
13151070214,Henry,Black,1,-1.601
13089021818,DeKalb,Black,1,
13135050218,Gwinnett,Asian,1,0.284
13121010306,Fulton,Black,1,-1.051
13135050619,Gwinnett,Asian,1,1.203
13057090810,Cherokee,Asian,1,0.177
13121010306,Fulton,Black,1,0.218
13121010306,Fulton,Black,1,-1.031
13121010306,Fulton,Black,1,-0.933
13089021818,DeKalb,White,1,1.788
13121010306,Fulton,Black,1,-0.879
13057090810,Cherokee,Asian,1,1.479
13057090810,Cherokee,Asian,1,0.814
13089021818,DeKalb,Black,1,0.065
13121010306,Fulton,Black,1,0.965
13135050218,Gwinnett,Asian,1,0.039
13089021818,DeKalb,Unknown or other,3,
13121010306,Fulton,Black,1,0.392
13135050619,Gwinnett,Asian,1,-0.95
13151070214,Henry,Black,1,-0.937
13151070312,Henry,Hispanic,1,-1.685
13057090810,Cherokee,Asian,1,1.14
13135050619,Gwinnett,Black,1,-1.196
13121010306,Fulton,Black,1,0.685
13117130201,Forsyth,White,1,-0.727
13117130201,Forsyth,Asian,1,-1.635
13121011512,Fulton,White,1,-0.363
13121005504,Fulton,Asian,1,-0.097
13067031324,Cobb,White,1,-0.391
13089023322,DeKalb,Unknown or other,3,
13089021818,DeKalb,Unknown or other,1,-0.536
13067030362,Cobb,Unknown or other,1,0.396
13089023112,DeKalb,Unknown or other,1,-0.54
13247060201,Rockdale,Unknown or other,3,
13247060410,Rockdale,White,1,-0.155
13067030367,Cobb,White,3,
13089021101,DeKalb,Unknown or other,1,0.317
13067030242,Cobb,Black,3,
13135050752,Gwinnett,White,1,-0.542
13135050580,Gwinnett,Black,1,-0.232
13057090806,Cherokee,Asian,3,
13135050336,Gwinnett,Asian,1,0.2
13117130608,Forsyth,Asian,1,-0.447
13121009302,Fulton,Asian,1,-0.05
13121011505,Fulton,White,1,0
13067030236,Cobb,Unknown or other,1,-0.117
13067030251,Cobb,Black,1,-0.109
13135050618,Gwinnett,Unknown or other,3,
13113140206,Fayette,Unknown or other,1,-1.073
13117130406,Forsyth,Asian,1,-0.245
13121011509,Fulton,Black,1,-0.049
13121011640,Fulton,Unknown or other,1,0.024
13089023801,DeKalb,Black,1,-0.066
13057090709,Cherokee,White,1,0.06
13113140309,Fayette,White,1,-0.718
13067030360,Cobb,White,1,-0.752
13135050232,Gwinnett,Asian,1,0.248
13121006702,Fulton,White,1,0.379
13121011433,Fulton,White,1,-0.598
13121011639,Fulton,White,1,-0.769
13121001802,Fulton,Black,1,-0.375
13089021910,DeKalb,White,1,-0.01
13121011446,Fulton,Unknown or other,1,-0.883
13117130306,Forsyth,Hispanic,1,-0.729
13121011638,Fulton,Unknown or other,1,-0.718
13135050242,Gwinnett,Unknown or other,1,0.616
13121012300,Fulton,Unknown or other,1,-0.378
13121001501,Fulton,Unknown or other,1,0.041
13121011421,Fulton,White,1,-0.498
13067030245,Cobb,White,1,0.059
13089023113,DeKalb,White,3,
13063040631,Clayton,White,1,-0.256
13121000202,Fulton,Unknown or other,1,-0.386
13121010204,Fulton,White,1,-0.109
13117130604,Forsyth,Asian,1,0.149
13117130509,Forsyth,Asian,1,0.359
13151070214,Henry,Asian,1,-0.685
13067030268,Cobb,White,1,-0.715
13121011659,Fulton,Unknown or other,1,-0.54
