census_tract,county,race_ethnicity,action_taken,rate_spread
13151070322,Henry,Hispanic,1,2.095
13097080204,Douglas,Unknown or other,1,1.976
13247060409,Rockdale,Black,1,1.312
13121009409,Fulton,Black,1,1.419
13089023434,DeKalb,Black,1,-0.112
13121009900,Fulton,Unknown or other,1,3.683
13067030252,Cobb,White,1,2.154
13117130507,Forsyth,Black,1,0.63
13089023448,DeKalb,Black,1,4.354
13067031110,Cobb,Black,3,
13089022601,DeKalb,Black,1,1.24
13151070307,Henry,Black,1,2.335
13089023107,DeKalb,Hispanic,3,
13151070216,Henry,Black,1,0.461
13247060406,Rockdale,Black,1,2.106
13067030272,Cobb,White,1,1.9
13247060101,Rockdale,White,3,
13057090604,Cherokee,Hispanic,1,2.496
13063040420,Clayton,Black,1,0.786
13089023311,DeKalb,Black,1,1.365
13089023424,DeKalb,Black,3,
13121010529,Fulton,Black,1,1.875
13089021914,DeKalb,Black,1,1.601
13151070412,Henry,Black,1,2.81
13135050430,Gwinnett,Unknown or other,3,
13135050617,Gwinnett,Black,1,4.633
13135050732,Gwinnett,Black,1,1.009
13121007001,Fulton,Black,1,-0.139
13089023326,DeKalb,Black,1,1.686
13089021602,DeKalb,Asian,1,0.608
13135050743,Gwinnett,Black,1,2.471
13067030335,Cobb,Unknown or other,1,2.788
13117130608,Forsyth,Black,1,2.245
13089023108,DeKalb,White,1,3.08
13097080607,Douglas,Black,1,1.393
13121010529,Fulton,Black,1,3.035
13135050732,Gwinnett,Black,1,2.551
13063040512,Clayton,Black,1,0.596
13067031314,Cobb,Black,1,0.728
13121007200,Fulton,Hispanic,1,2.024
13121000100,Fulton,White,3,
13135050243,Gwinnett,White,1,0.322
13067031414,Cobb,Black,1,0.167
13121008802,Fulton,White,1,-0.216
13067030267,Cobb,Black,1,0.314
13121004900,Fulton,White,3,
13113140210,Fayette,White,1,-0.133
13067030273,Cobb,White,3,
13089020901,DeKalb,Unknown or other,1,-0.495
13089023324,DeKalb,Unknown or other,1,0.056
13089021210,DeKalb,Unknown or other,3,
13063040633,Clayton,Black,3,
13067031410,Cobb,Hispanic,1,0.182
13121011507,Fulton,Asian,3,
13067030907,Cobb,Unknown or other,1,0.482
13057090710,Cherokee,Hispanic,1,-0.254
13117130105,Forsyth,White,1,-0.498
13067030358,Cobb,Asian,3,
13121011423,Fulton,White,1,1.138
13067030108,Cobb,White,1,0.028
13121000602,Fulton,Hispanic,1,-0.328
13121011647,Fulton,Unknown or other,3,
13057090906,Cherokee,White,1,-0.137
13097080509,Douglas,Black,3,
13067030365,Cobb,White,3,
13121011434,Fulton,Asian,1,0.193
13067030910,Cobb,White,1,-0.149
13151070317,Henry,Black,3,
13121004900,Fulton,White,1,0.595
13097080305,Douglas,Unknown or other,1,-0.055
13067030358,Cobb,White,3,
13121010131,Fulton,Asian,1,0.491
13121009203,Fulton,Unknown or other,3,
13067031111,Cobb,Black,3,
13121008204,Fulton,Black,3,
13121010221,Fulton,White,1,-0.425
13151070317,Henry,Black,3,
13135050308,Gwinnett,White,1,-0.503
13135050462,Gwinnett,Unknown or other,1,0.24
13121010309,Fulton,Black,3,
13121010309,Fulton,Black,3,
13121010523,Fulton,Unknown or other,1,0.137
13247060408,Rockdale,White,1,0.775
13067030240,Cobb,White,1,0.3
13067031315,Cobb,Hispanic,3,
13057091014,Cherokee,Hispanic,1,-0.271
13089023801,DeKalb,Unknown or other,1,0.075
13067031409,Cobb,Unknown or other,1,0.295
13113140104,Fayette,Black,3,
13089020600,DeKalb,White,1,0.219
13121009606,Fulton,White,3,
13067031111,Cobb,Black,3,
13121011647,Fulton,White,1,-0.256
13135050735,Gwinnett,White,3,
13117130303,Forsyth,Unknown or other,1,-0.158
13067030235,Cobb,Black,1,-0.443
13135050579,Gwinnett,White,1,-0.322
13089022302,DeKalb,White,3,
13089021211,DeKalb,White,1,0.084
13121010005,Fulton,White,3,
13067031207,Cobb,Hispanic,3,
13121011514,Fulton,Black,3,
13121008905,Fulton,White,1,0.287
13057090301,Cherokee,White,3,
13121003100,Fulton,White,1,0.579
13247060409,Rockdale,Black,1,0.558
13121010136,Fulton,Unknown or other,3,
13135050324,Gwinnett,Unknown or other,1,0.64
13057090503,Cherokee,White,1,0.107
13067030243,Cobb,White,1,0.209
13067030278,Cobb,Black,3,
13089021101,DeKalb,White,1,0.99
13089021819,DeKalb,Black,1,0.27
13089021228,DeKalb,Unknown or other,1,0.427
13067030604,Cobb,White,1,0.759
13067030277,Cobb,Asian,1,0.051
13089022100,DeKalb,Unknown or other,3,
13121010538,Fulton,Black,1,0.941
13089023442,DeKalb,Black,3,
13151070312,Henry,Black,1,0.486
13247060314,Rockdale,Black,1,0.776
13121011435,Fulton,White,1,-0.403
13135050326,Gwinnett,Asian,3,
13121011426,Fulton,Black,3,
13067030335,Cobb,White,3,
13135050112,Gwinnett,White,1,0.66
13089023324,DeKalb,Black,1,-0.237
13121007703,Fulton,Black,3,
13121010121,Fulton,White,3,
13067030260,Cobb,Black,1,1.047
13067030368,Cobb,White,3,
13135050559,Gwinnett,Hispanic,1,0.093
13067030235,Cobb,White,1,0.443
13121006200,Fulton,Black,3,
13067031507,Cobb,White,1,0.397
13067030319,Cobb,Asian,1,1.759
13067030243,Cobb,Black,3,
13067030275,Cobb,White,1,-0.027
13121010802,Fulton,Unknown or other,3,
13135050242,Gwinnett,Asian,1,-0.721
13121010401,Fulton,Black,3,
13067031209,Cobb,Asian,1,0.125
13057090808,Cherokee,White,1,-0.106
13067031111,Cobb,Unknown or other,1,-0.606
13121010520,Fulton,Black,3,
13089021506,DeKalb,Unknown or other,1,-0.442
13089021213,DeKalb,Hispanic,1,-0.327
13121004900,Fulton,White,1,0.482
13063040525,Clayton,Unknown or other,1,-0.198
13057091001,Cherokee,White,1,-0.492
13067030262,Cobb,Black,1,0.246
13067030242,Cobb,White,1,-0.185
13067030407,Cobb,Unknown or other,1,0.729
13121011657,Fulton,Unknown or other,3,
13067031117,Cobb,White,3,
13121010401,Fulton,Black,1,0.037
13089023322,DeKalb,White,1,0.61
13121011645,Fulton,Asian,1,0.094
13067030360,Cobb,Hispanic,3,
13067031117,Cobb,White,3,
13135050521,Gwinnett,White,1,-0.1
13151070315,Henry,Asian,3,
13067031111,Cobb,White,3,
13089021606,DeKalb,Asian,1,-0.11
13121001902,Fulton,Unknown or other,1,-0.567
13135050222,Gwinnett,Black,3,
13121011419,Fulton,White,1,-0.143
13057090907,Cherokee,White,1,1.514
13057090807,Cherokee,White,3,
13057091001,Cherokee,Unknown or other,1,-0.11
13151070204,Henry,Black,1,5.783
13135050619,Gwinnett,Asian,1,0.033
13135050234,Gwinnett,Unknown or other,3,
13135050242,Gwinnett,Black,3,
13113140403,Fayette,Black,1,-0.208
13121010136,Fulton,White,3,
13063040635,Clayton,White,3,
13089020901,DeKalb,White,1,0.061
13089020600,DeKalb,Unknown or other,3,
13063040638,Clayton,Black,1,1.952
13121011100,Fulton,White,1,-0.098
13067031115,Cobb,Hispanic,3,
13067030262,Cobb,White,3,
13089022800,DeKalb,Unknown or other,3,
13057090909,Cherokee,White,1,1.071
13067030361,Cobb,White,3,
13067031115,Cobb,Hispanic,1,0.07
13135050442,Gwinnett,Asian,3,
13135050582,Gwinnett,Asian,1,-0.165
13089021608,DeKalb,White,1,-0.475
13121010309,Fulton,Black,3,
13089023413,DeKalb,Black,3,
13151070208,Henry,Black,1,-0.375
13117130410,Forsyth,Hispanic,3,
13121011509,Fulton,White,3,
13135050120,Gwinnett,Unknown or other,3,
13121008702,Fulton,Hispanic,1,-0.196
13121011642,Fulton,Black,3,
13121011627,Fulton,Asian,1,0.255
13089020400,DeKalb,Unknown or other,1,0.689
13151070317,Henry,Hispanic,3,
13117130301,Forsyth,Black,1,-2.024
13121010204,Fulton,White,3,
13089022205,DeKalb,White,1,0.812
13067030408,Cobb,White,3,
13151070410,Henry,Black,3,
13121008702,Fulton,White,3,
13121011655,Fulton,Unknown or other,1,0.055
13067030912,Cobb,White,1,-0.52
13089021405,DeKalb,Asian,1,-0.69
13121009103,Fulton,White,1,0.046
13089022401,DeKalb,White,1,-0.51
13089021912,DeKalb,Asian,1,-0.62
13113140501,Fayette,White,1,0.266
13121010222,Fulton,Unknown or other,3,
13089021405,DeKalb,Unknown or other,1,-0.68
13117130508,Forsyth,White,1,0.1
13121010004,Fulton,Unknown or other,1,-0.4
13057090103,Cherokee,White,1,6.153
13121011653,Fulton,Asian,1,-0.48
13135050332,Gwinnett,Hispanic,1,0.485
13067031511,Cobb,Black,1,1.491
13067031117,Cobb,Black,1,0.454
13089023217,DeKalb,White,1,1.46
13063040527,Clayton,Black,1,1.371
13067030256,Cobb,White,1,-0.52
13121009700,Fulton,Asian,1,0.061
13089023801,DeKalb,Unknown or other,1,0.665
13121009503,Fulton,Unknown or other,3,
13067030602,Cobb,Unknown or other,3,
13067030365,Cobb,Black,3,
13067031315,Cobb,Black,3,
13067030262,Cobb,Hispanic,3,
13121010121,Fulton,Asian,3,
13089021211,DeKalb,White,3,
13121009503,Fulton,White,3,
13117130307,Forsyth,Asian,3,
13089020500,DeKalb,Asian,1,0.128
13089020700,DeKalb,Unknown or other,1,-0.03
13117130604,Forsyth,Hispanic,1,0.188
13121010402,Fulton,White,1,0.144
13089021103,DeKalb,Unknown or other,1,0.05
13151070321,Henry,Black,1,0.464
13067030233,Cobb,Hispanic,1,-0.637
13151070211,Henry,Black,1,1.274
13067031209,Cobb,Black,1,0.197
13089020901,DeKalb,Hispanic,1,0.1
13067030906,Cobb,White,1,0.207
13151070118,Henry,Asian,1,1.746
13121000100,Fulton,White,1,0.213
13067030365,Cobb,Unknown or other,3,
13135050734,Gwinnett,Black,3,
13067031212,Cobb,White,1,0.697
13121011422,Fulton,White,1,0.015
13135050539,Gwinnett,White,1,-0.114
13121008500,Fulton,White,1,1.387
13121004900,Fulton,White,3,
13089023220,DeKalb,White,1,1.049
13097080505,Douglas,Unknown or other,1,0.45
13135050112,Gwinnett,White,3,
13067030352,Cobb,White,1,-0.074
13121009900,Fulton,White,1,0.457
13057091101,Cherokee,White,1,0.871
13057091012,Cherokee,Unknown or other,1,1.189
13057091012,Cherokee,White,1,0.498
13089023803,DeKalb,White,1,0.45
13067030405,Cobb,White,1,0.145
13121000501,Fulton,Black,3,
13063040518,Clayton,Black,1,0.432
13113140210,Fayette,Black,3,
13057090808,Cherokee,White,1,-0.359
13247060407,Rockdale,Black,1,1.422
13089021606,DeKalb,Unknown or other,3,
13089021602,DeKalb,Asian,3,
13089023327,DeKalb,Black,3,
13121009203,Fulton,White,3,
13089021906,DeKalb,Black,1,-0.239
13067030352,Cobb,White,3,
13089020600,DeKalb,White,1,0.347
13135050630,Gwinnett,Asian,3,
13067030331,Cobb,White,1,0.453
13121011430,Fulton,Asian,1,0.467
13067030331,Cobb,White,1,-0.232
13121008802,Fulton,Black,3,
13121008701,Fulton,Black,1,1.841
13057090911,Cherokee,White,1,-0.198
13089021103,DeKalb,White,3,
13135050539,Gwinnett,Black,1,1.234
13067030262,Cobb,Black,1,-0.588
13135050466,Gwinnett,Unknown or other,3,
13135050635,Gwinnett,Asian,3,
13067030407,Cobb,White,3,
13067030407,Cobb,White,1,0.088
13067030912,Cobb,White,1,0.106
13135050571,Gwinnett,Black,1,0.421
13067030408,Cobb,White,1,0.734
13057091012,Cherokee,White,3,
13089021914,DeKalb,Black,1,0.548
13067030265,Cobb,White,1,-0.188
13089021502,DeKalb,Unknown or other,3,
13067030405,Cobb,White,1,-0.305
13117130509,Forsyth,Asian,3,
13121011434,Fulton,Unknown or other,3,
13057091012,Cherokee,Black,3,
13067030335,Cobb,White,1,-0.299
13121011416,Fulton,Unknown or other,1,-0.532
13135050734,Gwinnett,Black,3,
13121008701,Fulton,Black,3,
13067030274,Cobb,Hispanic,1,-0.898
13151070117,Henry,White,1,0.552
13121010313,Fulton,Black,1,0.342
13121007301,Fulton,Black,1,-0.018
13121010520,Fulton,Asian,1,-1.565
13151070411,Henry,Unknown or other,3,
13151070406,Henry,Unknown or other,3,
13067031319,Cobb,Hispanic,1,-1.048
13151070411,Henry,Black,3,
13135050559,Gwinnett,Asian,3,
13247060306,Rockdale,Black,1,-0.81
13135050725,Gwinnett,Black,3,
13135050590,Gwinnett,Asian,1,-1.391
13151070406,Henry,Unknown or other,3,
13121010536,Fulton,Unknown or other,3,
13247060306,Rockdale,Unknown or other,3,
13067031325,Cobb,Black,1,0.626
13135050719,Gwinnett,Hispanic,3,
13121007710,Fulton,Black,1,0.102
13067031110,Cobb,White,3,
13067030278,Cobb,White,1,0.308
13067030273,Cobb,Hispanic,1,0.731
13089023438,DeKalb,Black,3,
13135050746,Gwinnett,Black,1,0.276
13089021821,DeKalb,Unknown or other,1,0.14
13121012000,Fulton,Black,3,
13121007806,Fulton,Black,1,1.232
13135050744,Gwinnett,Black,1,0.644
13089023319,DeKalb,Black,1,0.396
13067031416,Cobb,Hispanic,1,-0.056
13121010527,Fulton,Black,3,
13089021914,DeKalb,Unknown or other,1,0.994
13067031317,Cobb,Unknown or other,3,
13089023422,DeKalb,Black,1,0.628
13121010508,Fulton,Black,3,
13067030908,Cobb,Black,3,
13151070406,Henry,Unknown or other,3,
13057090505,Cherokee,Hispanic,1,0.22
13135050630,Gwinnett,Unknown or other,3,
13135050559,Gwinnett,Asian,1,-0.547
13121008000,Fulton,Black,1,1.063
13135050725,Gwinnett,Hispanic,1,-1.659
13151070115,Henry,Black,3,
13135050563,Gwinnett,Asian,1,-0.208
13121010536,Fulton,Black,3,
13135050554,Gwinnett,Black,1,-1.519
13121010536,Fulton,Black,3,
13067031314,Cobb,Black,1,0.383
13247060306,Rockdale,Black,1,0.474
13135050574,Gwinnett,Asian,1,0.573
13067031314,Cobb,White,1,-0.051
13067031306,Cobb,White,1,-1.249
13151070406,Henry,Black,3,
13135050758,Gwinnett,Asian,1,-1.403
13067031007,Cobb,Hispanic,1,0.863
13135050557,Gwinnett,Asian,1,-0.499
13135050563,Gwinnett,White,1,-1.866
13135050563,Gwinnett,Hispanic,1,-1.035
13151070406,Henry,Unknown or other,1,-1.292
13247060306,Rockdale,Unknown or other,3,
13067031306,Cobb,Black,1,-0.776
13067031306,Cobb,Black,1,0.004
13135050574,Gwinnett,Unknown or other,1,0.018
13063040410,Clayton,Hispanic,1,1.018
13247060306,Rockdale,Unknown or other,3,
13135050559,Gwinnett,Asian,1,0.004
13247060306,Rockdale,Black,1,-1.008
13121000602,Fulton,Black,1,-0.045
13121010529,Fulton,Black,3,
13151070406,Henry,Black,3,
13067031314,Cobb,Asian,1,-1.253
13151070406,Henry,Black,3,
13247060306,Rockdale,Unknown or other,3,
13067031306,Cobb,Hispanic,1,-1.072
13135050563,Gwinnett,Hispanic,1,-0.413
13151070406,Henry,Unknown or other,3,
13135050590,Gwinnett,Asian,1,0.087
13135050567,Gwinnett,Asian,1,0.353
13113140210,Fayette,White,1,0.435
13063040425,Clayton,Hispanic,1,0.172
13067030324,Cobb,White,1,0.049
13067031116,Cobb,Black,1,-0.144
13117130304,Forsyth,White,1,-0.127
13121010532,Fulton,Black,1,-0.384
13121001902,Fulton,Unknown or other,1,0.313
13121010523,Fulton,Black,3,
13089023332,DeKalb,Black,3,
13089023217,DeKalb,Black,1,1.129
13089021219,DeKalb,White,1,0.098
13121010307,Fulton,Black,1,1.106
13067031004,Cobb,Black,1,1.18
13089023219,DeKalb,White,1,0.103
13121008802,Fulton,White,1,1.26
13089021824,DeKalb,Black,1,-0.354
13121009607,Fulton,Unknown or other,1,-0.132
13121008500,Fulton,Black,1,0.877
13151070204,Henry,Unknown or other,1,-0.07
13067031306,Cobb,Black,1,-0.178
13121010211,Fulton,Unknown or other,1,0.268
13067031306,Cobb,Black,1,-0.183
13063040623,Clayton,Black,1,-0.033
13089021608,DeKalb,Asian,1,0.55
13097080104,Douglas,Black,1,-0.698
13135050759,Gwinnett,Black,1,0.248
13121010523,Fulton,Black,3,
13135050308,Gwinnett,White,3,
13121008905,Fulton,Black,1,0.28
13097080106,Douglas,Hispanic,1,0.478
13121010311,Fulton,Black,3,
13121010223,Fulton,Black,1,-0.413
13063040633,Clayton,Black,1,0.093
13121010527,Fulton,Black,3,
13097080405,Douglas,Black,1,0.356
13121011661,Fulton,White,1,0.559
13057090303,Cherokee,White,1,-0.211
13135050591,Gwinnett,Unknown or other,1,1.153
13135050539,Gwinnett,Hispanic,1,-1.954
13121009409,Fulton,Unknown or other,1,0.508
13121007500,Fulton,Unknown or other,3,
13089023413,DeKalb,Black,3,
13121007806,Fulton,Black,1,-0.388
13121011901,Fulton,Black,1,1.519
13121001302,Fulton,White,1,0.166
13151070307,Henry,Black,1,0.036
13089023427,DeKalb,Black,1,0.179
13121010519,Fulton,Black,1,0.667
13067031318,Cobb,Black,1,0.04
13067031515,Cobb,Black,1,0.236
13067031308,Cobb,Unknown or other,1,0.252
13247060103,Rockdale,Unknown or other,1,0.69
13121007703,Fulton,Black,1,0.712
13089023802,DeKalb,Black,1,0.512
13121009605,Fulton,White,1,-0.036
13135050630,Gwinnett,Black,3,
13135050740,Gwinnett,White,1,0.375
13089023332,DeKalb,Black,1,0.776
13097080513,Douglas,Black,1,0.665
13121011612,Fulton,Black,1,-0.007
13097080506,Douglas,Black,1,0.086
13121001206,Fulton,Asian,1,-0.381
13089023505,DeKalb,Black,3,
13097080507,Douglas,Black,1,0.65
13121010212,Fulton,White,1,-0.281
13121002900,Fulton,White,1,0.126
13067031216,Cobb,White,1,0.58
13121011632,Fulton,Asian,1,0.172
13121009900,Fulton,Unknown or other,1,-0.163
13121008204,Fulton,Unknown or other,1,-0.111
13067030111,Cobb,Unknown or other,1,-0.008
13097080513,Douglas,Black,1,0.032
13097080509,Douglas,Black,1,-0.073
13089023438,DeKalb,Unknown or other,1,0.265
13121011430,Fulton,Hispanic,1,0.957
13097080201,Douglas,Black,3,
13089023429,DeKalb,Black,1,0.633
13121007001,Fulton,Black,1,0.847
13067030331,Cobb,Unknown or other,1,-0.196
13121000602,Fulton,Unknown or other,3,
13089023211,DeKalb,Hispanic,1,0.986
13121007200,Fulton,Black,1,0.731
13135050715,Gwinnett,Unknown or other,1,0.346
13089023209,DeKalb,Black,1,0.02
13089023325,DeKalb,Black,3,
13151070317,Henry,Black,1,0.978
13089021502,DeKalb,White,1,-0.192
13097080608,Douglas,Black,1,-0.592
13135050744,Gwinnett,Unknown or other,3,
13067031414,Cobb,Unknown or other,1,-1.518
13113140408,Fayette,Hispanic,1,0.827
13113140307,Fayette,White,1,0.308
13057090910,Cherokee,Asian,1,0.125
13135050461,Gwinnett,Hispanic,1,1.101
13057090910,Cherokee,Asian,1,0.681
13067031306,Cobb,Unknown or other,1,-0.815
13151070406,Henry,Unknown or other,3,
13121010536,Fulton,Black,3,
13057090910,Cherokee,White,1,-0.104
13057091007,Cherokee,Hispanic,3,
13057090910,Cherokee,Asian,1,-0.055
13247060306,Rockdale,Unknown or other,3,
13135050459,Gwinnett,Asian,1,0.139
13135050555,Gwinnett,Unknown or other,1,-0.287
13097080515,Douglas,Hispanic,1,0.094
13121010536,Fulton,Black,3,
13057090910,Cherokee,White,1,-0.754
13057090910,Cherokee,Asian,1,-0.08
13135050557,Gwinnett,Asian,1,-0.355
13247060306,Rockdale,Unknown or other,1,0.824
13067031306,Cobb,Black,1,0.499
13089023209,DeKalb,Hispanic,1,0.252
13121010520,Fulton,Black,1,0.996
13067031314,Cobb,Black,1,0.046
13247060306,Rockdale,Unknown or other,3,
13057090911,Cherokee,White,1,0.837
13057091104,Cherokee,Unknown or other,1,-0.446
13121010220,Fulton,Black,1,1.127
13135050554,Gwinnett,Unknown or other,1,0.228
13121010536,Fulton,Unknown or other,3,
13247060306,Rockdale,Unknown or other,3,
13097080512,Douglas,Hispanic,1,0.457
13247060306,Rockdale,Unknown or other,3,
13135050539,Gwinnett,Asian,1,0.089
13135050574,Gwinnett,Black,3,
13135050539,Gwinnett,Asian,1,-0.025
13121000602,Fulton,Hispanic,1,0.928
13121000602,Fulton,Black,3,
13135050550,Gwinnett,Hispanic,1,-0.033
13135050554,Gwinnett,Black,3,
13135050758,Gwinnett,Asian,1,-0.795
13057090910,Cherokee,Hispanic,1,-0.012
13067031314,Cobb,Black,1,-0.25
13057090910,Cherokee,Asian,1,0.332
13135050554,Gwinnett,Hispanic,1,-0.129
13121010536,Fulton,Unknown or other,3,
13121010520,Fulton,Black,1,-1.493
13121010536,Fulton,Black,1,0.86
13067031306,Cobb,Unknown or other,1,0.06
13121010520,Fulton,Black,1,-0.199
13067031306,Cobb,Unknown or other,1,-0.902
13067031306,Cobb,Black,1,0.318
13067031306,Cobb,Black,1,-0.362
13057090910,Cherokee,White,1,-0.596
13151070310,Henry,Black,1,1.118
13247060306,Rockdale,Unknown or other,3,
13151070406,Henry,Black,1,0.222
13247060306,Rockdale,Unknown or other,1,-0.087
13067031306,Cobb,Unknown or other,1,-1.023
13135050583,Gwinnett,White,1,-0.019
13135050459,Gwinnett,Asian,1,-0.107
13151070406,Henry,Black,1,-1.254
13151070406,Henry,Black,3,
13121010536,Fulton,Unknown or other,1,0.685
13151070411,Henry,Black,3,
13135050430,Gwinnett,Black,1,0.476
13121010536,Fulton,Unknown or other,3,
13113140209,Fayette,Unknown or other,1,-0.021
13121010520,Fulton,Black,1,0.147
13151070406,Henry,Unknown or other,3,
13057090910,Cherokee,Asian,1,0.603
13247060306,Rockdale,Unknown or other,3,
13135050567,Gwinnett,Unknown or other,1,-0.512
13135050539,Gwinnett,Asian,1,-0.746
13057090910,Cherokee,Asian,1,-0.118
13247060306,Rockdale,Unknown or other,1,0.495
13135050563,Gwinnett,Asian,1,0.125
13067031314,Cobb,White,3,
13135050754,Gwinnett,White,1,0.614
13135050539,Gwinnett,Unknown or other,3,
13067031414,Cobb,Unknown or other,1,1.162
13135050725,Gwinnett,Black,1,-1.108
13151070411,Henry,Black,3,
13135050590,Gwinnett,Asian,3,
13247060306,Rockdale,Black,3,
13135050725,Gwinnett,Black,1,-1.113
13135050725,Gwinnett,Black,1,1.166
13151070406,Henry,Unknown or other,3,
13067031306,Cobb,Black,1,0.179
13247060306,Rockdale,Unknown or other,1,0.582
13135050725,Gwinnett,Black,1,-0.846
13121010536,Fulton,Unknown or other,1,0.054
13067031314,Cobb,Hispanic,3,
13057090910,Cherokee,Asian,1,0.304
13135050744,Gwinnett,Unknown or other,1,-1.753
13151070406,Henry,Unknown or other,3,
13135050590,Gwinnett,Asian,3,
13067031314,Cobb,Asian,1,-0.434
13067031306,Cobb,White,1,-1.935
13135050744,Gwinnett,Black,1,-1.603
13135050567,Gwinnett,Unknown or other,1,0.483
13121010520,Fulton,Black,3,
13151070406,Henry,Black,1,0.155
13057090910,Cherokee,Unknown or other,1,-0.554
13121010520,Fulton,Black,1,-1.018
13135050416,Gwinnett,Hispanic,1,-0.017
13151070316,Henry,Asian,3,
13135050590,Gwinnett,Asian,3,
13151070406,Henry,Unknown or other,3,
13097080505,Douglas,Hispanic,1,0.667
13057090910,Cherokee,Asian,3,
13121010520,Fulton,Black,1,-1.513
13067031306,Cobb,White,3,
13151070406,Henry,Unknown or other,1,-0.749
13067031308,Cobb,Hispanic,1,0.197
13247060306,Rockdale,Unknown or other,1,-0.079
13135050113,Gwinnett,Hispanic,3,
13067031314,Cobb,Unknown or other,1,-1.815
13151070406,Henry,Unknown or other,3,
13135050449,Gwinnett,Hispanic,1,0.983
13121010520,Fulton,Black,1,-1.429
13247060306,Rockdale,Unknown or other,3,
13057090910,Cherokee,Hispanic,3,
13135050539,Gwinnett,Black,1,-0.826
13089021412,DeKalb,Black,1,0.625
13151070411,Henry,Unknown or other,3,
13247060306,Rockdale,Black,1,0.06
13247060306,Rockdale,Black,3,
13135050563,Gwinnett,Black,1,-0.007
13135050759,Gwinnett,Hispanic,3,
13057090910,Cherokee,Asian,1,0.018
13135050719,Gwinnett,Asian,3,
13121010520,Fulton,Black,1,-1.63
13067031414,Cobb,Hispanic,1,-0.344
13135050539,Gwinnett,Black,1,0.185
13121010520,Fulton,Black,3,
13135050590,Gwinnett,Asian,1,0.213
13067031414,Cobb,Black,1,-0.989
13247060313,Rockdale,Black,3,
13135050744,Gwinnett,Hispanic,3,
13067031314,Cobb,Black,1,0.406
13067031510,Cobb,Hispanic,1,0.405
13067031319,Cobb,Hispanic,3,
13135050725,Gwinnett,Asian,1,-1.39
13067031306,Cobb,Black,1,0.397
13121010536,Fulton,Black,3,
13151070207,Henry,Black,1,0.462
13057090910,Cherokee,Asian,1,-0.219
13121010536,Fulton,Unknown or other,1,-0.425
13121010536,Fulton,Black,1,-0.754
13247060306,Rockdale,Unknown or other,1,-0.439
13121010536,Fulton,Black,1,0.084
13121010520,Fulton,Black,1,0.683
13135050567,Gwinnett,Asian,1,-0.98
13067031314,Cobb,Black,1,-0.095
13057090910,Cherokee,Asian,1,-0.251
13151070406,Henry,Unknown or other,3,
13067031414,Cobb,Hispanic,1,-0.072
13057090910,Cherokee,Unknown or other,3,
13097080605,Douglas,Hispanic,1,0.857
13067031306,Cobb,Black,3,
13067031306,Cobb,Black,3,
13151070411,Henry,Black,1,-0.027
13135050539,Gwinnett,Asian,1,-0.489
13135050559,Gwinnett,Asian,3,
13135050563,Gwinnett,Unknown or other,1,-0.237
13121010402,Fulton,Unknown or other,1,-0.501
13121010305,Fulton,Black,1,0.349
13121007900,Fulton,Black,3,
13121005700,Fulton,Black,1,0.505
13121011653,Fulton,White,1,-0.564
13117130302,Forsyth,Asian,1,-0.406
13151070319,Henry,Unknown or other,1,0.362
13121011416,Fulton,White,1,0.209
13057090505,Cherokee,White,1,-0.253
13135050758,Gwinnett,White,1,0.355
13121010117,Fulton,White,1,0.871
13067030329,Cobb,White,1,1.178
13067030361,Cobb,White,1,1.256
13121000201,Fulton,White,1,0.681
13089021405,DeKalb,Unknown or other,1,0.809
13089022403,DeKalb,White,1,0.186
13057090805,Cherokee,White,1,-0.004
13067030236,Cobb,Black,1,0.147
13121011417,Fulton,White,1,-0.078
13057090805,Cherokee,White,3,
13121001600,Fulton,White,1,0.979
13057090705,Cherokee,White,1,-0.311
13247060313,Rockdale,Hispanic,1,1.608
13121004100,Fulton,Unknown or other,1,-0.228
13089023440,DeKalb,Black,1,1.672
13121007900,Fulton,Black,1,4.063
13151070115,Henry,Black,1,1.561
13097080203,Douglas,Black,1,4.073
13067030262,Cobb,White,1,-0.03
13089021503,DeKalb,Unknown or other,1,0.111
13067030511,Cobb,Unknown or other,1,0.035
13089023220,DeKalb,Black,1,1.029
13121010520,Fulton,Black,3,
13089023440,DeKalb,Black,1,2.764
13121010306,Fulton,Unknown or other,1,3.194
13121010603,Fulton,Black,1,3.09
13121010133,Fulton,Unknown or other,1,-0.012
13121000100,Fulton,White,1,0.513
13151070210,Henry,Black,1,0.625
13135050732,Gwinnett,Black,1,1.33
13097080406,Douglas,Black,1,0.505
13135050719,Gwinnett,Black,1,2.897
13151070115,Henry,Black,1,2.823
13135050584,Gwinnett,Unknown or other,1,2.063
13067030240,Cobb,White,1,0.078
13089023332,DeKalb,White,1,0.552
13057091012,Cherokee,Hispanic,1,3.148
13135050567,Gwinnett,Black,3,
13057090905,Cherokee,White,1,0.745
13121007709,Fulton,Black,1,0.307
13113140409,Fayette,Unknown or other,1,0.555
13063040536,Clayton,Black,1,1.413
13067031517,Cobb,Hispanic,1,1.076
13121003600,Fulton,Black,3,
13121009002,Fulton,White,1,-0.502
13121006702,Fulton,White,1,0.204
13121010528,Fulton,Unknown or other,3,
13063040302,Clayton,Unknown or other,1,0.587
13067030104,Cobb,Hispanic,1,0.587
13121001206,Fulton,Asian,1,-0.4
13121011446,Fulton,Asian,3,
13063040513,Clayton,Black,1,0.167
13121010305,Fulton,Black,1,0.22
